pdf,pdf_path,keyword,keyword_is_regex,start,end,context,context_hash,has_action,action_hits
20190314.pdf,C:\Users\juand\Documents\GitHub\relevamiento-boletin-oficial-caba-con-llm\data\raw\20190314.pdf,Catastro,0,324678,324686,"se aprueba, manteniendo su actualizacion en orden a sus sucesivas versiones. Articulo 4o.- Registrese y Publiquese en el Boletin Oficial de la Ciudad Autonoma de Buenos Aires. Cumplido archivese. Cruz ANEXO No 5577 - 14/03/2019 Boletin Oficial de la Ciudad de Buenos Aires Pagina 108 RESOLUCION N.o 97/SSREGIC/19 Buenos Aires, 13 de marzo de 2019 VISTO: El Decreto No 363-GCBA-2015 y sus modificatorios, el Art. 1.1.8 del Codigo de Edificacion (Ley No 6100/2018), la Ley No 1.218 Texto consolidado por Ley No 6.017, la Ley de Procedimientos Administrativos de la Ciudad Autonoma de Buenos Aires (texto consolidado por Ley No 6017), el Decreto No 2019-58-AJG, el Expediente Electronico No 2019 07610385-GCBA-SSREGIC, y CONSIDERANDO: Que el Decreto No 363-GCBA-2015 establece que la Subsecretaria de Registros, Interpretacion y Catastro tiene a su cargo la Direccion General de Registro de Obras y Catastro, siendo sus responsabilidades primarias ""Disponer e informar en lo relativo a la aplicacion del Codigo de Edificacion, las normativas constructivas y de aquellas normas que lo complementen"", y ""Proponer la reglamentacion tecnica correspondiente al Codigo de Edificacion""; Que el Codigo de Edificacion establece en su Articulo 1.1.8 que es complementado por Reglamentos Tecnicos, dictados por la Subsecretaria de Registro, Interpretacion y Catastro o la que en el futuro la reemplace. Dichos Reglamentos Tecnicos incluiran soluciones tecnicas y soluciones tecnicas alternativas generadas por los interesados. Que el Decreto No 2019-58-AJG en su Articulo 1o ha designado a esta Subsecretaria de Registros, Interpretacion y Catastro como Autoridad de Aplicacion del Codigo de Edificacion que fuera aprobado por Ley No 6.100; Que asimismo el precitado Decreto en su Articulo 2o confiere la confeccion de los reglamentos tecnicos del Codigo de Edificacion a esta Subsecretaria de Registros, Interpretacion y Catastro; Que las Disposiciones Generales que a traves de la presente se aprueban constituyen el conjunto de instrucciones que regularan los Reglamentos Tecnicos del Codigo de Edificacion, que a su vez el indice enuncia los contenidos de modo ilustrativo, de forma tal que permita su permanente actualizacion; Que a los efectos de aprobar las Disposiciones Generales y el Indice referido a los Reglamentos Tecnicos del Codigo de Edificacion esta Subsecretaria ha emitido los Informes IF-2019-7685802-SSREGIC e IF-2019-7685816-SSREGIC; Que se ha dado debida intervencion en virtud de lo que establece el Articulo 7 Inc. d) de la Ley de Procedimientos Administrativos de la Ciudad, Decreto No 1510/97, y el Articulo 11 Inc. b) de la Ley No",9a483f4e16924aa98e1e5845b24e8043,0,
20190314.pdf,C:\Users\juand\Documents\GitHub\relevamiento-boletin-oficial-caba-con-llm\data\raw\20190314.pdf,Catastro,0,324960,324968,"Buenos Aires Pagina 108 RESOLUCION N.o 97/SSREGIC/19 Buenos Aires, 13 de marzo de 2019 VISTO: El Decreto No 363-GCBA-2015 y sus modificatorios, el Art. 1.1.8 del Codigo de Edificacion (Ley No 6100/2018), la Ley No 1.218 Texto consolidado por Ley No 6.017, la Ley de Procedimientos Administrativos de la Ciudad Autonoma de Buenos Aires (texto consolidado por Ley No 6017), el Decreto No 2019-58-AJG, el Expediente Electronico No 2019 07610385-GCBA-SSREGIC, y CONSIDERANDO: Que el Decreto No 363-GCBA-2015 establece que la Subsecretaria de Registros, Interpretacion y Catastro tiene a su cargo la Direccion General de Registro de Obras y Catastro, siendo sus responsabilidades primarias ""Disponer e informar en lo relativo a la aplicacion del Codigo de Edificacion, las normativas constructivas y de aquellas normas que lo complementen"", y ""Proponer la reglamentacion tecnica correspondiente al Codigo de Edificacion""; Que el Codigo de Edificacion establece en su Articulo 1.1.8 que es complementado por Reglamentos Tecnicos, dictados por la Subsecretaria de Registro, Interpretacion y Catastro o la que en el futuro la reemplace. Dichos Reglamentos Tecnicos incluiran soluciones tecnicas y soluciones tecnicas alternativas generadas por los interesados. Que el Decreto No 2019-58-AJG en su Articulo 1o ha designado a esta Subsecretaria de Registros, Interpretacion y Catastro como Autoridad de Aplicacion del Codigo de Edificacion que fuera aprobado por Ley No 6.100; Que asimismo el precitado Decreto en su Articulo 2o confiere la confeccion de los reglamentos tecnicos del Codigo de Edificacion a esta Subsecretaria de Registros, Interpretacion y Catastro; Que las Disposiciones Generales que a traves de la presente se aprueban constituyen el conjunto de instrucciones que regularan los Reglamentos Tecnicos del Codigo de Edificacion, que a su vez el indice enuncia los contenidos de modo ilustrativo, de forma tal que permita su permanente actualizacion; Que a los efectos de aprobar las Disposiciones Generales y el Indice referido a los Reglamentos Tecnicos del Codigo de Edificacion esta Subsecretaria ha emitido los Informes IF-2019-7685802-SSREGIC e IF-2019-7685816-SSREGIC; Que se ha dado debida intervencion en virtud de lo que establece el Articulo 7 Inc. d) de la Ley de Procedimientos Administrativos de la Ciudad, Decreto No 1510/97, y el Articulo 11 Inc. b) de la Ley No 1218, Texto consolidado por Ley No 6.017 al Organo Asesor de Gobierno, el cual ha emitido Dictamen IF-2019-07969503-GCBA- PGAAIYEP, que luce en no de orden 22 de estos actuados; Por ello, y en virtud de las facultades que le fueron conferidas,",4c64f27ff9a6f09f5b5a3ed91621fb62,0,
20190314.pdf,C:\Users\juand\Documents\GitHub\relevamiento-boletin-oficial-caba-con-llm\data\raw\20190314.pdf,Catastro,0,325242,325250,"Ley de Procedimientos Administrativos de la Ciudad Autonoma de Buenos Aires (texto consolidado por Ley No 6017), el Decreto No 2019-58-AJG, el Expediente Electronico No 2019 07610385-GCBA-SSREGIC, y CONSIDERANDO: Que el Decreto No 363-GCBA-2015 establece que la Subsecretaria de Registros, Interpretacion y Catastro tiene a su cargo la Direccion General de Registro de Obras y Catastro, siendo sus responsabilidades primarias ""Disponer e informar en lo relativo a la aplicacion del Codigo de Edificacion, las normativas constructivas y de aquellas normas que lo complementen"", y ""Proponer la reglamentacion tecnica correspondiente al Codigo de Edificacion""; Que el Codigo de Edificacion establece en su Articulo 1.1.8 que es complementado por Reglamentos Tecnicos, dictados por la Subsecretaria de Registro, Interpretacion y Catastro o la que en el futuro la reemplace. Dichos Reglamentos Tecnicos incluiran soluciones tecnicas y soluciones tecnicas alternativas generadas por los interesados. Que el Decreto No 2019-58-AJG en su Articulo 1o ha designado a esta Subsecretaria de Registros, Interpretacion y Catastro como Autoridad de Aplicacion del Codigo de Edificacion que fuera aprobado por Ley No 6.100; Que asimismo el precitado Decreto en su Articulo 2o confiere la confeccion de los reglamentos tecnicos del Codigo de Edificacion a esta Subsecretaria de Registros, Interpretacion y Catastro; Que las Disposiciones Generales que a traves de la presente se aprueban constituyen el conjunto de instrucciones que regularan los Reglamentos Tecnicos del Codigo de Edificacion, que a su vez el indice enuncia los contenidos de modo ilustrativo, de forma tal que permita su permanente actualizacion; Que a los efectos de aprobar las Disposiciones Generales y el Indice referido a los Reglamentos Tecnicos del Codigo de Edificacion esta Subsecretaria ha emitido los Informes IF-2019-7685802-SSREGIC e IF-2019-7685816-SSREGIC; Que se ha dado debida intervencion en virtud de lo que establece el Articulo 7 Inc. d) de la Ley de Procedimientos Administrativos de la Ciudad, Decreto No 1510/97, y el Articulo 11 Inc. b) de la Ley No 1218, Texto consolidado por Ley No 6.017 al Organo Asesor de Gobierno, el cual ha emitido Dictamen IF-2019-07969503-GCBA- PGAAIYEP, que luce en no de orden 22 de estos actuados; Por ello, y en virtud de las facultades que le fueron conferidas, No 5577 - 14/03/2019 Boletin Oficial de la Ciudad de Buenos Aires Pagina 109 EL SUBSECRETARIO DE REGISTROS, INTERPRETACION Y CATASTRO RESUELVE: Articulo 1o.- Apruebase las Disposiciones Generales (IF-2019-7685802-SSREGIC) y el Indice (IF-2019-7685816-SSREGIC) referidos a los Reglamentos Tecnicos del Codigo de Edificacion, los",65ec9ce82995541548bd27f46ba7db03,0,
20190314.pdf,C:\Users\juand\Documents\GitHub\relevamiento-boletin-oficial-caba-con-llm\data\raw\20190314.pdf,Catastro,0,326349,326357,"precitado Decreto en su Articulo 2o confiere la confeccion de los reglamentos tecnicos del Codigo de Edificacion a esta Subsecretaria de Registros, Interpretacion y Catastro; Que las Disposiciones Generales que a traves de la presente se aprueban constituyen el conjunto de instrucciones que regularan los Reglamentos Tecnicos del Codigo de Edificacion, que a su vez el indice enuncia los contenidos de modo ilustrativo, de forma tal que permita su permanente actualizacion; Que a los efectos de aprobar las Disposiciones Generales y el Indice referido a los Reglamentos Tecnicos del Codigo de Edificacion esta Subsecretaria ha emitido los Informes IF-2019-7685802-SSREGIC e IF-2019-7685816-SSREGIC; Que se ha dado debida intervencion en virtud de lo que establece el Articulo 7 Inc. d) de la Ley de Procedimientos Administrativos de la Ciudad, Decreto No 1510/97, y el Articulo 11 Inc. b) de la Ley No 1218, Texto consolidado por Ley No 6.017 al Organo Asesor de Gobierno, el cual ha emitido Dictamen IF-2019-07969503-GCBA- PGAAIYEP, que luce en no de orden 22 de estos actuados; Por ello, y en virtud de las facultades que le fueron conferidas, No 5577 - 14/03/2019 Boletin Oficial de la Ciudad de Buenos Aires Pagina 109 EL SUBSECRETARIO DE REGISTROS, INTERPRETACION Y CATASTRO RESUELVE: Articulo 1o.- Apruebase las Disposiciones Generales (IF-2019-7685802-SSREGIC) y el Indice (IF-2019-7685816-SSREGIC) referidos a los Reglamentos Tecnicos del Codigo de Edificacion, los cuales forman parte integrante de la presente Resolucion. Articulo 2o.- Establezcase que la presente Resolucion entrara en vigencia el dia siguiente al de su publicacion en el Boletin Oficial de la Ciudad de Buenos Aires. Articulo 3o.- Registrese y Publiquese en el Boletin Oficial de la Ciudad Autonoma de Buenos Aires. Cumplido archivese. Cruz ANEXO RESOLUCION N.o 98/SSREGIC/19 Buenos Aires, 13 de marzo de 2019 VISTO: El Decreto No 363-GCBA-2015 y sus modificatorios, el Art. 1.1.8 del Codigo de Edificacion (Ley No 6100/2018), la Ley No 1.218 Texto consolidado por Ley No 6.017, la ""Ley de Procedimientos Administrativos de la Ciudad Autonoma de Buenos Aires (texto consolidado por Ley No 6017), el Decreto No 2019-58-AJG, la Resolucion 2018- 169 SSDECO, la Nota NO-2019-07904838-GCBA-SSDECO, el Expediente Electronico No 2019 07610385-GCBA-SSREGIC, y CONSIDERANDO: Que el Decreto No 363-GCBA-2015 establece que la Subsecretaria de Registros, Interpretacion y Catastro tiene a su cargo la Direccion General de Registro de Obras y Catastro, siendo sus responsabilidades primarias ""Disponer e informar en lo relativo a la aplicacion del Codigo de Edificacion, las normativas",00e5ec73109c0abd8ba9694f50fdc39c,0,
20190314.pdf,C:\Users\juand\Documents\GitHub\relevamiento-boletin-oficial-caba-con-llm\data\raw\20190314.pdf,Catastro,0,327517,327525,"estos actuados; Por ello, y en virtud de las facultades que le fueron conferidas, No 5577 - 14/03/2019 Boletin Oficial de la Ciudad de Buenos Aires Pagina 109 EL SUBSECRETARIO DE REGISTROS, INTERPRETACION Y CATASTRO RESUELVE: Articulo 1o.- Apruebase las Disposiciones Generales (IF-2019-7685802-SSREGIC) y el Indice (IF-2019-7685816-SSREGIC) referidos a los Reglamentos Tecnicos del Codigo de Edificacion, los cuales forman parte integrante de la presente Resolucion. Articulo 2o.- Establezcase que la presente Resolucion entrara en vigencia el dia siguiente al de su publicacion en el Boletin Oficial de la Ciudad de Buenos Aires. Articulo 3o.- Registrese y Publiquese en el Boletin Oficial de la Ciudad Autonoma de Buenos Aires. Cumplido archivese. Cruz ANEXO RESOLUCION N.o 98/SSREGIC/19 Buenos Aires, 13 de marzo de 2019 VISTO: El Decreto No 363-GCBA-2015 y sus modificatorios, el Art. 1.1.8 del Codigo de Edificacion (Ley No 6100/2018), la Ley No 1.218 Texto consolidado por Ley No 6.017, la ""Ley de Procedimientos Administrativos de la Ciudad Autonoma de Buenos Aires (texto consolidado por Ley No 6017), el Decreto No 2019-58-AJG, la Resolucion 2018- 169 SSDECO, la Nota NO-2019-07904838-GCBA-SSDECO, el Expediente Electronico No 2019 07610385-GCBA-SSREGIC, y CONSIDERANDO: Que el Decreto No 363-GCBA-2015 establece que la Subsecretaria de Registros, Interpretacion y Catastro tiene a su cargo la Direccion General de Registro de Obras y Catastro, siendo sus responsabilidades primarias ""Disponer e informar en lo relativo a la aplicacion del Codigo de Edificacion, las normativas constructivas y de aquellas normas que lo complementen"", y ""Proponer la reglamentacion tecnica correspondiente al Codigo de Edificacion""; Que el Codigo de Edificacion establece en su Articulo 1.1.8 que es complementado por Reglamentos Tecnicos, dictados por la Subsecretaria de Registros, Interpretacion y Catastro o la que en el futuro la reemplace; Que el Decreto No 2019-58-AJG en su Articulo 1o ha designado a esta Subsecretaria de Registros, Interpretacion y Catastro como Autoridad de Aplicacion del Codigo de Edificacion que fuera aprobado por Ley No 6.100; Que asimismo el precitado Decreto en su Articulo 2o confiere la confeccion de los reglamentos tecnicos del Codigo de Edificacion a esta Subsecretaria de Registros, Interpretacion y Catastro; Que los Reglamentos Tecnicos del Codigo de Edificacion comprenden y describen un conjunto de procedimientos administrativos reglamentarios para la tramitacion de cualquier gestion vinculada a la construccion, a las instalaciones y exigencias comprendidas en el Codigo de Edificacion, y a las soluciones tecnicas admitidas, de caracter enumerativo y no excluyente, que pueden ser aplicadas",dc0770c3a20d983c08b371625b77183a,0,
20190314.pdf,C:\Users\juand\Documents\GitHub\relevamiento-boletin-oficial-caba-con-llm\data\raw\20190314.pdf,Catastro,0,327587,327595,"conferidas, No 5577 - 14/03/2019 Boletin Oficial de la Ciudad de Buenos Aires Pagina 109 EL SUBSECRETARIO DE REGISTROS, INTERPRETACION Y CATASTRO RESUELVE: Articulo 1o.- Apruebase las Disposiciones Generales (IF-2019-7685802-SSREGIC) y el Indice (IF-2019-7685816-SSREGIC) referidos a los Reglamentos Tecnicos del Codigo de Edificacion, los cuales forman parte integrante de la presente Resolucion. Articulo 2o.- Establezcase que la presente Resolucion entrara en vigencia el dia siguiente al de su publicacion en el Boletin Oficial de la Ciudad de Buenos Aires. Articulo 3o.- Registrese y Publiquese en el Boletin Oficial de la Ciudad Autonoma de Buenos Aires. Cumplido archivese. Cruz ANEXO RESOLUCION N.o 98/SSREGIC/19 Buenos Aires, 13 de marzo de 2019 VISTO: El Decreto No 363-GCBA-2015 y sus modificatorios, el Art. 1.1.8 del Codigo de Edificacion (Ley No 6100/2018), la Ley No 1.218 Texto consolidado por Ley No 6.017, la ""Ley de Procedimientos Administrativos de la Ciudad Autonoma de Buenos Aires (texto consolidado por Ley No 6017), el Decreto No 2019-58-AJG, la Resolucion 2018- 169 SSDECO, la Nota NO-2019-07904838-GCBA-SSDECO, el Expediente Electronico No 2019 07610385-GCBA-SSREGIC, y CONSIDERANDO: Que el Decreto No 363-GCBA-2015 establece que la Subsecretaria de Registros, Interpretacion y Catastro tiene a su cargo la Direccion General de Registro de Obras y Catastro, siendo sus responsabilidades primarias ""Disponer e informar en lo relativo a la aplicacion del Codigo de Edificacion, las normativas constructivas y de aquellas normas que lo complementen"", y ""Proponer la reglamentacion tecnica correspondiente al Codigo de Edificacion""; Que el Codigo de Edificacion establece en su Articulo 1.1.8 que es complementado por Reglamentos Tecnicos, dictados por la Subsecretaria de Registros, Interpretacion y Catastro o la que en el futuro la reemplace; Que el Decreto No 2019-58-AJG en su Articulo 1o ha designado a esta Subsecretaria de Registros, Interpretacion y Catastro como Autoridad de Aplicacion del Codigo de Edificacion que fuera aprobado por Ley No 6.100; Que asimismo el precitado Decreto en su Articulo 2o confiere la confeccion de los reglamentos tecnicos del Codigo de Edificacion a esta Subsecretaria de Registros, Interpretacion y Catastro; Que los Reglamentos Tecnicos del Codigo de Edificacion comprenden y describen un conjunto de procedimientos administrativos reglamentarios para la tramitacion de cualquier gestion vinculada a la construccion, a las instalaciones y exigencias comprendidas en el Codigo de Edificacion, y a las soluciones tecnicas admitidas, de caracter enumerativo y no excluyente, que pueden ser aplicadas por los profesionales de la construccion, y que satisfacen los parametros y principios",85b04910bfd3b2c80482c66e8f1b7f15,0,
20190314.pdf,C:\Users\juand\Documents\GitHub\relevamiento-boletin-oficial-caba-con-llm\data\raw\20190314.pdf,Catastro,0,328036,328044,"el dia siguiente al de su publicacion en el Boletin Oficial de la Ciudad de Buenos Aires. Articulo 3o.- Registrese y Publiquese en el Boletin Oficial de la Ciudad Autonoma de Buenos Aires. Cumplido archivese. Cruz ANEXO RESOLUCION N.o 98/SSREGIC/19 Buenos Aires, 13 de marzo de 2019 VISTO: El Decreto No 363-GCBA-2015 y sus modificatorios, el Art. 1.1.8 del Codigo de Edificacion (Ley No 6100/2018), la Ley No 1.218 Texto consolidado por Ley No 6.017, la ""Ley de Procedimientos Administrativos de la Ciudad Autonoma de Buenos Aires (texto consolidado por Ley No 6017), el Decreto No 2019-58-AJG, la Resolucion 2018- 169 SSDECO, la Nota NO-2019-07904838-GCBA-SSDECO, el Expediente Electronico No 2019 07610385-GCBA-SSREGIC, y CONSIDERANDO: Que el Decreto No 363-GCBA-2015 establece que la Subsecretaria de Registros, Interpretacion y Catastro tiene a su cargo la Direccion General de Registro de Obras y Catastro, siendo sus responsabilidades primarias ""Disponer e informar en lo relativo a la aplicacion del Codigo de Edificacion, las normativas constructivas y de aquellas normas que lo complementen"", y ""Proponer la reglamentacion tecnica correspondiente al Codigo de Edificacion""; Que el Codigo de Edificacion establece en su Articulo 1.1.8 que es complementado por Reglamentos Tecnicos, dictados por la Subsecretaria de Registros, Interpretacion y Catastro o la que en el futuro la reemplace; Que el Decreto No 2019-58-AJG en su Articulo 1o ha designado a esta Subsecretaria de Registros, Interpretacion y Catastro como Autoridad de Aplicacion del Codigo de Edificacion que fuera aprobado por Ley No 6.100; Que asimismo el precitado Decreto en su Articulo 2o confiere la confeccion de los reglamentos tecnicos del Codigo de Edificacion a esta Subsecretaria de Registros, Interpretacion y Catastro; Que los Reglamentos Tecnicos del Codigo de Edificacion comprenden y describen un conjunto de procedimientos administrativos reglamentarios para la tramitacion de cualquier gestion vinculada a la construccion, a las instalaciones y exigencias comprendidas en el Codigo de Edificacion, y a las soluciones tecnicas admitidas, de caracter enumerativo y no excluyente, que pueden ser aplicadas por los profesionales de la construccion, y que satisfacen los parametros y principios exigidos por el mencionado Codigo; Que los referidos Reglamentos Tecnicos seran actualizados periodicamente mediante numero de version del documento y su fecha de entrada en vigencia, de acuerdo a los avances tecnologicos y cientificos de la actividad constructiva; No 5577 - 14/03/2019 Boletin Oficial de la Ciudad de Buenos Aires Pagina 110 Que en virtud de las atribuciones conferidas a traves de",3aefe3ce0f0076b46e2c33df7cc0bacf,0,
20190314.pdf,C:\Users\juand\Documents\GitHub\relevamiento-boletin-oficial-caba-con-llm\data\raw\20190314.pdf,Catastro,0,328194,328202,"la Ciudad Autonoma de Buenos Aires. Cumplido archivese. Cruz ANEXO RESOLUCION N.o 98/SSREGIC/19 Buenos Aires, 13 de marzo de 2019 VISTO: El Decreto No 363-GCBA-2015 y sus modificatorios, el Art. 1.1.8 del Codigo de Edificacion (Ley No 6100/2018), la Ley No 1.218 Texto consolidado por Ley No 6.017, la ""Ley de Procedimientos Administrativos de la Ciudad Autonoma de Buenos Aires (texto consolidado por Ley No 6017), el Decreto No 2019-58-AJG, la Resolucion 2018- 169 SSDECO, la Nota NO-2019-07904838-GCBA-SSDECO, el Expediente Electronico No 2019 07610385-GCBA-SSREGIC, y CONSIDERANDO: Que el Decreto No 363-GCBA-2015 establece que la Subsecretaria de Registros, Interpretacion y Catastro tiene a su cargo la Direccion General de Registro de Obras y Catastro, siendo sus responsabilidades primarias ""Disponer e informar en lo relativo a la aplicacion del Codigo de Edificacion, las normativas constructivas y de aquellas normas que lo complementen"", y ""Proponer la reglamentacion tecnica correspondiente al Codigo de Edificacion""; Que el Codigo de Edificacion establece en su Articulo 1.1.8 que es complementado por Reglamentos Tecnicos, dictados por la Subsecretaria de Registros, Interpretacion y Catastro o la que en el futuro la reemplace; Que el Decreto No 2019-58-AJG en su Articulo 1o ha designado a esta Subsecretaria de Registros, Interpretacion y Catastro como Autoridad de Aplicacion del Codigo de Edificacion que fuera aprobado por Ley No 6.100; Que asimismo el precitado Decreto en su Articulo 2o confiere la confeccion de los reglamentos tecnicos del Codigo de Edificacion a esta Subsecretaria de Registros, Interpretacion y Catastro; Que los Reglamentos Tecnicos del Codigo de Edificacion comprenden y describen un conjunto de procedimientos administrativos reglamentarios para la tramitacion de cualquier gestion vinculada a la construccion, a las instalaciones y exigencias comprendidas en el Codigo de Edificacion, y a las soluciones tecnicas admitidas, de caracter enumerativo y no excluyente, que pueden ser aplicadas por los profesionales de la construccion, y que satisfacen los parametros y principios exigidos por el mencionado Codigo; Que los referidos Reglamentos Tecnicos seran actualizados periodicamente mediante numero de version del documento y su fecha de entrada en vigencia, de acuerdo a los avances tecnologicos y cientificos de la actividad constructiva; No 5577 - 14/03/2019 Boletin Oficial de la Ciudad de Buenos Aires Pagina 110 Que en virtud de las atribuciones conferidas a traves de la presente esta Subsecretaria aprueba los Reglamentos Tecnicos identificados como Informes graficos, los cuales forman parte integrante de la presente; Que los Reglamentos Tecnicos se identifican numericamente",18dfef1d58e879010f2566da9313f418,0,
20190314.pdf,C:\Users\juand\Documents\GitHub\relevamiento-boletin-oficial-caba-con-llm\data\raw\20190314.pdf,Catastro,0,328476,328484,"consolidado por Ley No 6.017, la ""Ley de Procedimientos Administrativos de la Ciudad Autonoma de Buenos Aires (texto consolidado por Ley No 6017), el Decreto No 2019-58-AJG, la Resolucion 2018- 169 SSDECO, la Nota NO-2019-07904838-GCBA-SSDECO, el Expediente Electronico No 2019 07610385-GCBA-SSREGIC, y CONSIDERANDO: Que el Decreto No 363-GCBA-2015 establece que la Subsecretaria de Registros, Interpretacion y Catastro tiene a su cargo la Direccion General de Registro de Obras y Catastro, siendo sus responsabilidades primarias ""Disponer e informar en lo relativo a la aplicacion del Codigo de Edificacion, las normativas constructivas y de aquellas normas que lo complementen"", y ""Proponer la reglamentacion tecnica correspondiente al Codigo de Edificacion""; Que el Codigo de Edificacion establece en su Articulo 1.1.8 que es complementado por Reglamentos Tecnicos, dictados por la Subsecretaria de Registros, Interpretacion y Catastro o la que en el futuro la reemplace; Que el Decreto No 2019-58-AJG en su Articulo 1o ha designado a esta Subsecretaria de Registros, Interpretacion y Catastro como Autoridad de Aplicacion del Codigo de Edificacion que fuera aprobado por Ley No 6.100; Que asimismo el precitado Decreto en su Articulo 2o confiere la confeccion de los reglamentos tecnicos del Codigo de Edificacion a esta Subsecretaria de Registros, Interpretacion y Catastro; Que los Reglamentos Tecnicos del Codigo de Edificacion comprenden y describen un conjunto de procedimientos administrativos reglamentarios para la tramitacion de cualquier gestion vinculada a la construccion, a las instalaciones y exigencias comprendidas en el Codigo de Edificacion, y a las soluciones tecnicas admitidas, de caracter enumerativo y no excluyente, que pueden ser aplicadas por los profesionales de la construccion, y que satisfacen los parametros y principios exigidos por el mencionado Codigo; Que los referidos Reglamentos Tecnicos seran actualizados periodicamente mediante numero de version del documento y su fecha de entrada en vigencia, de acuerdo a los avances tecnologicos y cientificos de la actividad constructiva; No 5577 - 14/03/2019 Boletin Oficial de la Ciudad de Buenos Aires Pagina 110 Que en virtud de las atribuciones conferidas a traves de la presente esta Subsecretaria aprueba los Reglamentos Tecnicos identificados como Informes graficos, los cuales forman parte integrante de la presente; Que los Reglamentos Tecnicos se identifican numericamente a traves de 3 (tres) series de digitos de acuerdo a la siguiente especificacion: [RT-000000-000000-00]; Que a los efectos de referenciar las series, se establece que la primer serie de 6 (seis) digitos corresponde a los articulos del Codigo de Edificacion, la segunda",36a952570c61e71c07a0bf0d0fe6382b,0,
20190314.pdf,C:\Users\juand\Documents\GitHub\relevamiento-boletin-oficial-caba-con-llm\data\raw\20190314.pdf,Catastro,0,330039,330047,"el Codigo de Edificacion, y a las soluciones tecnicas admitidas, de caracter enumerativo y no excluyente, que pueden ser aplicadas por los profesionales de la construccion, y que satisfacen los parametros y principios exigidos por el mencionado Codigo; Que los referidos Reglamentos Tecnicos seran actualizados periodicamente mediante numero de version del documento y su fecha de entrada en vigencia, de acuerdo a los avances tecnologicos y cientificos de la actividad constructiva; No 5577 - 14/03/2019 Boletin Oficial de la Ciudad de Buenos Aires Pagina 110 Que en virtud de las atribuciones conferidas a traves de la presente esta Subsecretaria aprueba los Reglamentos Tecnicos identificados como Informes graficos, los cuales forman parte integrante de la presente; Que los Reglamentos Tecnicos se identifican numericamente a traves de 3 (tres) series de digitos de acuerdo a la siguiente especificacion: [RT-000000-000000-00]; Que a los efectos de referenciar las series, se establece que la primer serie de 6 (seis) digitos corresponde a los articulos del Codigo de Edificacion, la segunda serie de 6 (seis) digitos refiere al indice de los Reglamentos Tecnicos y la tercer serie de 2 (dos) digitos indica un sub tema del topico principal; Que la Direccion General de Registro de Obras y Catastro, en su caracter de Organo de aplicacion llevara el registro de los Reglamentos Tecnicos, el cual estara publicado en la pagina web oficial del Gobierno de la Ciudad Autonoma de Buenos Aires, a fin de facilitar el acceso y la consulta por parte de los ciudadanos, manteniendo su actualizacion a traves del orden de sus versiones; Que a los efectos de la reglamentacion esta Subsecretaria ha emitido los Informes Graficos referidos a: ""Aviso de Obra y permiso de Obra- Formato y Contenido de la Documentacion Tecnica"" (IF-20197685835-SSREGIC); ""Vivienda Colectiva"" (IF-2019-7685828 SSREGIC); ""Espacio para el Personal del Edificio "" (IF 2019-7685823-SSREGIC); ""Solicitud de Registro de Aviso de Obra, Permiso de Obra, Obra en etapa de Proyecto y Proyecto o Ajuste de Instalacion. Requisitos y Documentacion"" (IF-2019 7685818SSREGIC); ""Clasificacion de Locales "" (IF-2019-7685795-SSREGIC); Que se ha dado debida intervencion en virtud de lo que establece el Articulo 7 Inc. d) de la Ley de Procedimientos Administrativos de la Ciudad, Decreto No 1510/97, y el Articulo 11 Inc. b) de la Ley No 1218, Texto consolidado por Ley No 6.017 al Organo Asesor de Gobierno, el cual ha emitido Dictamen IF-2019-07969503-GCBA- PGAAIYEP, que luce en no de orden 22 de estos actuados;",2faae0491087531d4ed3bf6af6e3f5ee,0,
